customer_id,signup_date,segment,country,acquisition_channel,is_active
C005147,2023-01-17,SMB,CH,Organic,True
C005148,2024-03-04,SMB,TD,Paid Ads,True
C005149,2022-01-01,Enterprise,TN,Paid Ads,True
C005150,2023-06-15,SMB,MZ,Organic,True
C005151,2022-02-20,Enterprise,US,Partner,True
C005152,2024-01-25,Mid-Market,NL,Partner,True
C005153,2022-07-21,SMB,KN,Partner,True
C005154,2022-05-21,Mid-Market,GR,Referral,True
C005155,2023-09-07,Mid-Market,SM,Paid Ads,True
C005156,2024-04-13,SMB,NL,Paid Ads,False
C005157,2024-07-23,SMB,LV,Organic,True
C005158,2023-03-19,Mid-Market,NG,Partner,True
C005159,2022-02-07,SMB,FJ,Partner,False
C005160,2024-10-15,SMB,EC,Organic,True
C005161,2024-05-30,Enterprise,GW,Paid Ads,False
C005162,2024-01-19,SMB,BA,Partner,True
C005163,2023-01-23,SMB,SO,Partner,True
C005164,2022-03-11,SMB,JP,Partner,False
C005165,2022-06-18,SMB,CO,Referral,True
C005166,2024-02-16,Enterprise,SV,Paid Ads,True
C005167,2023-10-22,Mid-Market,CD,Referral,False
C005168,2022-03-16,SMB,AD,Organic,False
C005169,2022-05-05,SMB,BW,Organic,True
C005170,2022-01-03,SMB,ET,Organic,True
C005171,2023-12-12,SMB,AO,Organic,True
C005172,2022-01-12,SMB,DZ,Partner,False
C005173,2023-08-31,SMB,UY,Referral,False
C005174,2024-03-21,SMB,US,Organic,True
C005175,2024-12-22,Enterprise,RW,Paid Ads,True
C005176,2024-09-20,Enterprise,AO,Organic,True
C005177,2024-12-07,SMB,CG,Referral,False
C005178,2023-01-25,SMB,BR,Referral,True
C005179,2024-10-14,SMB,PS,Paid Ads,True
C005180,2022-06-04,Enterprise,GM,Referral,True
C005181,2022-01-04,SMB,CF,Paid Ads,True
C005182,2024-08-31,SMB,NI,Organic,False
C005183,2023-07-26,Enterprise,ID,Partner,True
C005184,2023-02-15,Mid-Market,SN,Referral,True
C005185,2023-03-12,Mid-Market,TT,Organic,True
C005186,2023-07-17,Enterprise,GH,Paid Ads,True
C005187,2024-07-21,SMB,SB,Partner,True
C005188,2024-08-03,SMB,CA,Paid Ads,True
C005189,2022-07-13,Enterprise,TM,Organic,True
C005190,2023-01-05,Mid-Market,PT,Paid Ads,True
C005191,2023-09-26,Enterprise,TZ,Paid Ads,True
C005192,2023-09-13,Mid-Market,IT,Referral,True
C005193,2024-06-13,Mid-Market,LK,Organic,True
C005194,2024-03-28,SMB,MV,Organic,False
C005195,2023-05-18,SMB,IT,Paid Ads,True
C005196,2022-02-22,Mid-Market,UA,Organic,True
C005197,2022-10-31,Enterprise,BS,Paid Ads,False
C005198,2022-03-17,SMB,CU,Organic,True
C005199,2024-02-27,SMB,PK,Paid Ads,True
C005200,2024-10-22,Enterprise,SN,Paid Ads,True
C005201,2024-08-20,SMB,PG,Partner,True
C005202,2022-11-12,Enterprise,SN,Referral,True
C005203,2024-08-03,Mid-Market,ME,Organic,True
C005204,2023-02-22,SMB,KH,Partner,True
C005205,2022-04-22,Mid-Market,CM,Partner,True
C005206,2023-08-06,SMB,CO,Referral,True
C005207,2024-11-12,Mid-Market,LB,Paid Ads,True
C005208,2024-02-01,Enterprise,QA,Referral,True
C005209,2022-02-19,SMB,SO,Paid Ads,False
C005210,2024-10-19,SMB,MH,Referral,True
C005211,2022-04-13,Mid-Market,GM,Paid Ads,True
C005212,2022-01-19,SMB,HU,Organic,True
C005213,2023-04-17,Mid-Market,NL,Referral,True
C005214,2024-04-13,Mid-Market,MD,Partner,True
C005215,2022-10-23,SMB,VC,Referral,True
C005216,2022-03-18,Enterprise,IL,Referral,True
C005217,2023-08-27,Enterprise,VA,Partner,True
C005218,2022-09-29,SMB,BW,Partner,False
C005219,2023-09-29,SMB,AU,Partner,False
C005220,2022-08-06,SMB,PH,Referral,True
C005221,2022-07-03,SMB,WS,Organic,True
C005222,2024-02-19,SMB,US,Partner,False
C005223,2023-06-13,SMB,AZ,Partner,True
C005224,2022-08-29,SMB,CF,Partner,True
C005225,2022-11-14,Enterprise,SC,Paid Ads,False
C005226,2023-04-03,SMB,KH,Partner,True
C005227,2024-12-14,Mid-Market,ES,Partner,True
C005228,2023-09-25,Mid-Market,VU,Partner,True
C005229,2024-06-12,Mid-Market,VU,Referral,True
C005230,2022-06-22,SMB,KZ,Organic,True
C005231,2022-12-19,SMB,TO,Partner,True
C005232,2023-05-01,SMB,AD,Organic,True
C005233,2022-05-04,SMB,TG,Organic,True
C005234,2022-12-08,SMB,EC,Partner,True
C005235,2023-11-28,SMB,NR,Organic,False
C005236,2022-11-14,Enterprise,AM,Organic,True
C005237,2023-03-07,SMB,BE,Referral,True
C005238,2023-08-28,SMB,UG,Paid Ads,False
C005239,2023-01-18,SMB,BA,Partner,True
C005240,2023-07-15,SMB,MA,Referral,True
C005241,2023-03-25,SMB,MY,Paid Ads,True
C005242,2023-09-12,Enterprise,BE,Organic,True
C005243,2023-06-24,SMB,ET,Paid Ads,True
C005244,2024-08-07,Enterprise,VA,Paid Ads,True
C005245,2023-02-07,Mid-Market,GH,Paid Ads,True
C005246,2024-10-25,Mid-Market,SN,Organic,True
C005247,2022-09-12,Enterprise,AF,Paid Ads,True
C005248,2024-03-04,Mid-Market,TG,Referral,True
C005249,2023-10-01,SMB,CN,Referral,True
C005250,2023-07-18,Enterprise,TM,Partner,True
C005251,2024-08-02,Enterprise,NG,Referral,True
C005252,2024-05-16,SMB,GA,Referral,True
C005253,2023-12-08,Enterprise,SK,Organic,True
C005254,2023-05-09,SMB,AM,Referral,True
C005255,2024-06-03,Enterprise,PT,Paid Ads,True
C005256,2024-06-26,Mid-Market,VC,Paid Ads,False
C005257,2024-02-05,SMB,LI,Partner,True
C005258,2022-12-02,SMB,LU,Organic,True
C005259,2024-07-15,SMB,BY,Referral,True
C005260,2024-12-25,Mid-Market,ID,Referral,True
C005261,2024-06-18,SMB,KM,Paid Ads,True
C005262,2022-08-21,Mid-Market,AZ,Partner,True
C005263,2024-11-26,Mid-Market,NL,Referral,False
C005264,2024-09-14,Mid-Market,PE,Organic,True
C005265,2022-12-02,Enterprise,MN,Paid Ads,True
C005266,2022-02-20,SMB,BI,Partner,True
C005267,2024-10-21,SMB,MU,Referral,True
C005268,2024-04-28,SMB,TV,Partner,True
C005269,2022-01-29,SMB,FR,Organic,True
C005270,2022-04-19,Mid-Market,GH,Partner,True
C005271,2024-04-21,SMB,SB,Paid Ads,False
C005272,2022-12-04,SMB,CI,Partner,True
C005273,2024-07-09,SMB,SI,Organic,True
C005274,2023-04-29,Enterprise,AD,Partner,True
C005275,2022-09-18,SMB,MV,Partner,False
C005276,2023-05-06,SMB,KH,Partner,False
C005277,2023-01-23,SMB,ML,Partner,True
C005278,2024-03-09,SMB,TJ,Referral,True
C005279,2024-06-21,SMB,KE,Partner,True
C005280,2023-07-31,Mid-Market,BN,Organic,True
C005281,2024-10-22,Mid-Market,CV,Paid Ads,True
C005282,2023-04-01,SMB,ZW,Paid Ads,False
C005283,2023-05-25,SMB,CL,Referral,True
C005284,2023-06-28,SMB,KP,Partner,True
C005285,2024-10-22,SMB,DM,Organic,True
C005286,2023-09-05,SMB,GA,Paid Ads,True
C005287,2023-07-08,SMB,BD,Referral,False
C005288,2023-07-25,SMB,FI,Partner,False
C005289,2022-09-17,SMB,FR,Paid Ads,True
C005290,2022-03-29,SMB,LC,Partner,True
C005291,2024-01-10,SMB,TZ,Referral,False
C005292,2022-05-17,SMB,CL,Partner,False
C005293,2022-10-18,SMB,TT,Organic,False
C005294,2022-07-16,Mid-Market,NE,Referral,True
C005295,2023-08-02,SMB,ID,Partner,False
C005296,2023-10-24,Enterprise,MZ,Organic,True
C005297,2024-12-05,Mid-Market,NG,Partner,True
C005298,2022-08-22,SMB,DJ,Organic,True
C005299,2022-04-12,Enterprise,BI,Referral,False
C005300,2022-07-15,SMB,IQ,Partner,True
C005301,2023-01-10,SMB,KP,Paid Ads,False
C005302,2022-06-19,Enterprise,KG,Partner,True
C005303,2024-01-10,Mid-Market,GH,Partner,True
C005304,2022-09-28,SMB,SO,Paid Ads,True
C005305,2023-01-13,SMB,CU,Paid Ads,True
C005306,2023-12-12,SMB,BH,Partner,True
C005307,2023-11-02,Enterprise,AT,Paid Ads,True
C005308,2022-12-22,SMB,CH,Partner,True
C005309,2024-11-07,SMB,CL,Partner,True
C005310,2022-04-19,SMB,MW,Partner,True
C005311,2024-01-10,SMB,MW,Organic,True
C005312,2022-10-09,SMB,SG,Organic,True
C005313,2023-05-03,Mid-Market,MR,Organic,True
C005314,2022-09-14,SMB,MN,Organic,True
C005315,2022-09-16,SMB,KI,Referral,True
C005316,2024-02-13,SMB,AT,Referral,True
C005317,2022-02-24,Mid-Market,IE,Organic,True
C005318,2022-09-21,SMB,MC,Organic,False
C005319,2022-04-01,SMB,CR,Referral,True
C005320,2024-09-01,Enterprise,TM,Referral,True
C005321,2022-06-16,SMB,MG,Partner,True
C005322,2024-01-25,SMB,JM,Partner,True
C005323,2024-05-13,SMB,EE,Partner,True
C005324,2022-03-13,SMB,EE,Paid Ads,False
C005325,2022-05-05,SMB,EE,Referral,True
C005326,2024-08-11,SMB,LU,Paid Ads,False
C005327,2023-03-16,SMB,MN,Organic,False
C005328,2024-02-24,SMB,MC,Partner,True
C005329,2022-08-16,SMB,AD,Paid Ads,True
C005330,2023-01-31,SMB,GA,Referral,True
C005331,2022-10-10,SMB,LK,Paid Ads,True
C005332,2023-02-15,Enterprise,MH,Organic,True
C005333,2023-09-18,SMB,PT,Partner,True
C005334,2024-07-18,SMB,VE,Organic,True
C005335,2022-03-20,SMB,SD,Partner,True
C005336,2022-08-17,Enterprise,LT,Referral,True
C005337,2022-06-10,SMB,ZW,Referral,True
C005338,2024-08-29,SMB,CZ,Referral,True
C005339,2022-12-15,SMB,DM,Organic,False
C005340,2023-12-08,SMB,CA,Referral,True
C005341,2024-02-18,Mid-Market,PG,Partner,True
C005342,2024-08-18,SMB,BN,Organic,False
C005343,2024-11-13,Enterprise,LC,Partner,True
C005344,2022-04-02,SMB,CN,Paid Ads,True
C005345,2024-07-29,Mid-Market,GA,Referral,True
C005346,2024-07-01,SMB,MC,Referral,False
C005347,2024-06-07,SMB,AR,Partner,True
C005348,2024-10-01,Enterprise,MA,Organic,True
C005349,2024-10-06,SMB,PH,Paid Ads,True
C005350,2024-09-30,SMB,PY,Partner,True
C005351,2024-01-23,SMB,VC,Partner,True
C005352,2024-06-13,SMB,MG,Paid Ads,True
C005353,2022-03-04,SMB,NI,Partner,True
C005354,2023-09-16,SMB,LS,Partner,True
C005355,2023-10-04,Mid-Market,GT,Organic,True
C005356,2023-08-11,SMB,VN,Organic,False
C005357,2022-06-06,SMB,MA,Referral,True
C005358,2022-05-20,Enterprise,TH,Organic,True
C005359,2023-09-09,Mid-Market,BH,Partner,True
C005360,2022-04-12,SMB,LS,Partner,True
C005361,2022-10-20,Mid-Market,TV,Organic,True
C005362,2023-07-04,Mid-Market,UZ,Partner,True
C005363,2023-10-23,Mid-Market,NR,Referral,True
C005364,2022-12-17,SMB,SZ,Organic,True
C005365,2024-02-08,Enterprise,VU,Organic,True
C005366,2023-06-20,Mid-Market,LV,Referral,True
C005367,2024-06-01,Mid-Market,GQ,Referral,True
C005368,2024-08-17,SMB,NE,Referral,True
C005369,2022-08-23,Enterprise,NP,Paid Ads,True
C005370,2022-10-12,SMB,CV,Organic,True
C005371,2022-04-21,SMB,AZ,Paid Ads,True
C005372,2022-07-26,SMB,ES,Organic,True
C005373,2023-10-02,SMB,GB,Organic,True
C005374,2023-12-07,Enterprise,BO,Paid Ads,True
C005375,2024-12-26,Mid-Market,TV,Paid Ads,True
C005376,2024-12-05,Mid-Market,SO,Partner,True
C005377,2023-11-03,SMB,TD,Organic,True
C005378,2022-09-19,SMB,KG,Paid Ads,True
C005379,2022-01-01,Enterprise,LV,Paid Ads,True
C005380,2024-07-28,Enterprise,RW,Partner,True
C005381,2022-04-27,Enterprise,SC,Partner,True
C005382,2022-10-30,SMB,DK,Partner,True
C005383,2023-02-19,Mid-Market,LK,Paid Ads,False
C005384,2022-11-03,SMB,MH,Paid Ads,True
C005385,2022-02-07,Mid-Market,TO,Referral,True
C005386,2023-07-04,Mid-Market,NP,Referral,True
C005387,2022-09-10,Enterprise,MG,Referral,True
C005388,2023-10-02,SMB,LR,Paid Ads,True
C005389,2022-08-03,SMB,TZ,Paid Ads,True
C005390,2024-03-03,SMB,AR,Organic,False
C005391,2023-06-26,Enterprise,SI,Referral,True
C005392,2024-03-13,Mid-Market,VE,Paid Ads,True
C005393,2024-12-16,SMB,FJ,Organic,True
C005394,2022-10-15,Enterprise,MG,Referral,True
C005395,2024-09-07,Enterprise,HU,Organic,True
C005396,2023-02-12,SMB,CA,Partner,False
C005397,2023-08-30,SMB,CU,Paid Ads,True
C005398,2024-02-09,SMB,KW,Referral,True
C005399,2022-03-01,Mid-Market,VU,Paid Ads,True
C005400,2023-04-16,SMB,BB,Paid Ads,False
C005401,2022-02-07,SMB,KI,Referral,True
C005402,2024-01-24,Mid-Market,NG,Partner,True
C005403,2024-03-08,SMB,AR,Paid Ads,False
C005404,2022-07-15,SMB,SY,Organic,True
C005405,2023-04-02,SMB,TJ,Partner,True
C005406,2022-01-25,SMB,SK,Paid Ads,True
C005407,2023-06-16,SMB,TG,Partner,True
C005408,2022-02-10,SMB,CY,Paid Ads,True
C005409,2023-11-27,SMB,AM,Paid Ads,True
C005410,2024-04-30,SMB,QA,Paid Ads,True
C005411,2024-11-19,Mid-Market,MK,Paid Ads,True
C005412,2022-09-06,SMB,GQ,Organic,True
C005413,2022-12-16,SMB,TT,Referral,False
C005414,2024-01-16,SMB,SV,Referral,False
C005415,2022-01-16,Mid-Market,BI,Referral,True
C005416,2023-12-21,SMB,DO,Partner,True
C005417,2023-07-03,Mid-Market,SM,Referral,True
C005418,2022-02-25,SMB,BF,Organic,True
C005419,2022-02-23,SMB,MY,Referral,True
C005420,2023-02-19,SMB,PG,Referral,False
C005421,2024-03-12,SMB,ET,Organic,True
C005422,2023-05-18,SMB,LT,Partner,True
C005423,2023-01-30,SMB,ZW,Partner,True
C005424,2022-09-16,SMB,ID,Organic,True
C005425,2022-06-29,SMB,SE,Partner,True
C005426,2023-10-06,Mid-Market,NO,Referral,True
C005427,2022-04-17,SMB,HN,Partner,False
C005428,2023-05-25,SMB,ML,Referral,True
C005429,2022-12-22,Enterprise,ET,Partner,True
C005430,2023-12-21,SMB,BI,Organic,True
C005431,2024-02-13,SMB,PY,Organic,False
C005432,2024-08-31,SMB,YE,Referral,True
C005433,2022-06-08,SMB,PW,Partner,False
C005434,2023-01-04,SMB,CY,Paid Ads,True
C005435,2022-06-15,SMB,KP,Referral,True
C005436,2022-06-17,SMB,AF,Partner,False
C005437,2022-08-04,SMB,AZ,Organic,True
C005438,2024-12-05,SMB,DE,Paid Ads,False
C005439,2022-12-03,SMB,PE,Paid Ads,True
C005440,2024-04-27,Mid-Market,VU,Paid Ads,True
C005441,2022-10-14,SMB,CU,Partner,False
C005442,2023-06-10,SMB,NP,Paid Ads,False
C005443,2023-03-29,SMB,SI,Organic,True
C005444,2024-11-05,SMB,UG,Partner,False
C005445,2024-05-28,SMB,NI,Paid Ads,False
C005446,2022-12-15,SMB,VN,Partner,True
C005447,2023-05-01,SMB,KE,Partner,True
C005448,2022-09-17,Mid-Market,EG,Partner,True
C005449,2022-06-13,Mid-Market,AU,Organic,False
C005450,2024-12-30,Mid-Market,KE,Organic,True
C005451,2023-08-15,SMB,SM,Partner,False
C005452,2024-10-24,SMB,SO,Referral,False
C005453,2024-10-09,Mid-Market,DO,Paid Ads,True
C005454,2024-05-09,SMB,JM,Organic,True
C005455,2023-07-21,Enterprise,SN,Partner,True
C005456,2023-09-22,SMB,KG,Referral,True
C005457,2022-09-13,SMB,AU,Organic,True
C005458,2023-01-15,Enterprise,MN,Referral,True
C005459,2023-04-01,Enterprise,MH,Referral,True
C005460,2023-08-19,SMB,SE,Organic,True
C005461,2023-01-24,Mid-Market,MY,Paid Ads,True
C005462,2022-06-29,Enterprise,RU,Organic,False
C005463,2023-04-30,Mid-Market,DM,Referral,True
C005464,2024-03-18,Mid-Market,IS,Partner,True
C005465,2024-11-04,SMB,LV,Partner,True
C005466,2024-06-29,SMB,SD,Referral,True
C005467,2023-08-08,SMB,TJ,Referral,True
C005468,2023-04-24,SMB,BF,Paid Ads,True
C005469,2023-04-02,SMB,TH,Referral,True
C005470,2022-03-23,SMB,FI,Referral,True
C005471,2024-07-19,SMB,KG,Organic,True
C005472,2022-04-10,SMB,GT,Referral,False
C005473,2023-07-12,SMB,SE,Partner,True
C005474,2023-05-08,SMB,BZ,Partner,False
C005475,2022-08-30,Mid-Market,LR,Partner,True
C005476,2024-11-23,Mid-Market,UZ,Partner,True
C005477,2024-06-03,Mid-Market,BT,Paid Ads,True
C005478,2022-12-23,SMB,CV,Organic,True
C005479,2024-06-08,Mid-Market,ML,Referral,True
C005480,2024-07-25,SMB,LI,Organic,True
C005481,2022-01-14,Enterprise,LU,Partner,True
C005482,2022-12-28,SMB,GQ,Paid Ads,True
C005483,2023-01-21,SMB,FM,Paid Ads,True
C005484,2023-02-14,SMB,BD,Referral,True
C005485,2023-02-22,Mid-Market,GY,Organic,True
C005486,2022-01-08,SMB,MN,Paid Ads,False
C005487,2023-11-10,Mid-Market,CL,Partner,True
C005488,2023-07-30,Enterprise,TR,Referral,True
C005489,2023-09-28,SMB,CV,Referral,True
C005490,2023-08-04,SMB,AU,Organic,False
C005491,2023-10-31,SMB,BH,Organic,True
C005492,2024-04-11,SMB,TR,Referral,True
C005493,2023-09-07,SMB,MZ,Organic,True
C005494,2024-07-05,SMB,CZ,Partner,True
C005495,2022-12-21,SMB,LA,Partner,True
C005496,2022-09-28,SMB,RU,Partner,True
C005497,2024-06-05,Mid-Market,MU,Paid Ads,True
C005498,2024-08-15,SMB,NG,Paid Ads,True
C005499,2023-10-25,SMB,NE,Paid Ads,True
C005500,2023-12-12,Mid-Market,PW,Partner,True
C005501,2023-06-18,Mid-Market,HU,Paid Ads,False
C005502,2022-05-20,SMB,PL,Referral,False
C005503,2024-12-29,SMB,PH,Partner,True
C005504,2024-04-26,Mid-Market,MH,Paid Ads,True
C005505,2024-04-06,SMB,TO,Partner,False
C005506,2024-10-25,SMB,DO,Paid Ads,True
C005507,2023-12-24,SMB,LT,Organic,True
C005508,2022-06-28,Mid-Market,MY,Paid Ads,True
C005509,2022-07-28,Mid-Market,LC,Partner,True
C005510,2024-05-18,SMB,ER,Partner,False
C005511,2023-07-30,Mid-Market,CA,Organic,True
C005512,2022-01-07,SMB,AF,Referral,True
C005513,2024-01-02,Enterprise,ET,Partner,True
C005514,2022-07-28,Enterprise,BF,Paid Ads,True
C005515,2022-03-31,SMB,IR,Organic,True
C005516,2022-02-02,Enterprise,SL,Organic,True
C005517,2024-09-14,SMB,KI,Partner,True
C005518,2022-04-17,SMB,CH,Partner,False
C005519,2022-06-28,SMB,UG,Paid Ads,True
C005520,2024-10-14,Enterprise,SK,Partner,True
C005521,2024-02-18,SMB,IE,Organic,True
C005522,2024-12-15,SMB,KN,Organic,True
C005523,2023-12-30,Mid-Market,LV,Paid Ads,True
C005524,2022-04-11,SMB,MX,Referral,True
C005525,2024-03-19,SMB,CF,Partner,False
C005526,2024-06-28,SMB,AD,Organic,True
C005527,2023-03-22,SMB,NP,Paid Ads,False
C005528,2024-10-13,SMB,LU,Organic,True
C005529,2022-05-27,Mid-Market,TN,Partner,True
C005530,2024-09-01,SMB,MD,Paid Ads,True
C005531,2024-09-25,SMB,KZ,Referral,False
C005532,2023-04-20,Mid-Market,ES,Partner,True
C005533,2023-04-21,SMB,YE,Organic,True
C005534,2024-11-12,SMB,ZA,Partner,False
C005535,2023-10-16,Mid-Market,MK,Referral,False
C005536,2023-07-26,Enterprise,ZW,Partner,True
C005537,2024-10-20,SMB,BT,Organic,True
C005538,2022-08-26,SMB,BR,Referral,True
C005539,2023-09-29,Mid-Market,NZ,Paid Ads,True
C005540,2022-08-12,SMB,MA,Paid Ads,False
C005541,2024-02-13,SMB,MY,Organic,True
C005542,2024-11-26,SMB,AZ,Paid Ads,True
C005543,2024-01-31,SMB,FM,Organic,True
C005544,2023-07-05,Mid-Market,BO,Paid Ads,True
C005545,2024-05-20,Mid-Market,AU,Partner,False
C005546,2022-11-01,Enterprise,SC,Referral,True
C005547,2022-10-30,SMB,PY,Organic,False
C005548,2022-03-19,Mid-Market,IR,Referral,True
C005549,2023-12-24,Mid-Market,BN,Paid Ads,False
C005550,2023-02-11,SMB,IQ,Partner,True
C005551,2024-11-24,SMB,PH,Partner,True
C005552,2024-11-12,SMB,LR,Referral,True
C005553,2022-08-20,SMB,CL,Paid Ads,True
C005554,2023-08-20,Mid-Market,CO,Referral,True
C005555,2024-08-26,Mid-Market,UZ,Organic,True
C005556,2022-01-09,SMB,BZ,Referral,False
C005557,2023-08-23,SMB,KZ,Partner,True
C005558,2024-07-13,Mid-Market,UY,Organic,True
C005559,2023-01-14,SMB,BB,Organic,True
C005560,2023-07-29,SMB,BD,Referral,True
C005561,2023-07-10,SMB,HT,Organic,True
C005562,2024-04-15,SMB,BR,Organic,True
C005563,2023-03-29,Mid-Market,LY,Partner,True
C005564,2022-03-03,SMB,SY,Organic,True
C005565,2023-10-10,SMB,GE,Partner,False
C005566,2022-05-17,Enterprise,LS,Paid Ads,True
C005567,2022-04-08,SMB,US,Organic,True
C005568,2023-03-16,SMB,HU,Partner,True
C005569,2023-02-09,SMB,CO,Partner,True
C005570,2023-09-16,SMB,BD,Referral,True
C005571,2022-12-08,Mid-Market,VA,Organic,False
C005572,2023-05-30,SMB,PW,Paid Ads,True
C005573,2022-06-18,Mid-Market,ER,Organic,True
C005574,2024-04-27,SMB,VN,Organic,True
C005575,2022-11-03,SMB,BR,Organic,False
C005576,2024-03-26,SMB,GD,Partner,True
C005577,2022-04-07,SMB,LV,Referral,True
C005578,2023-10-22,Mid-Market,JO,Partner,True
C005579,2023-02-12,SMB,KW,Paid Ads,True
C005580,2023-09-08,Mid-Market,UY,Organic,False
C005581,2023-09-19,SMB,KM,Partner,True
C005582,2022-02-23,Enterprise,SV,Partner,True
C005583,2024-10-16,Enterprise,DO,Referral,True
C005584,2022-01-26,SMB,LV,Paid Ads,True
C005585,2024-01-30,SMB,ZA,Referral,False
C005586,2023-03-07,SMB,TL,Paid Ads,True
C005587,2022-08-18,SMB,TM,Referral,True
C005588,2022-06-03,Enterprise,CU,Partner,True
C005589,2022-05-31,SMB,MN,Organic,True
C005590,2023-02-20,Mid-Market,SZ,Partner,True
C005591,2023-08-01,Enterprise,NR,Organic,True
C005592,2023-01-20,SMB,ZW,Organic,False
C005593,2023-04-20,Mid-Market,BE,Organic,True
C005594,2022-08-29,SMB,LY,Partner,True
C005595,2023-12-08,SMB,KN,Partner,True
C005596,2024-07-15,SMB,MH,Partner,True
C005597,2022-12-26,SMB,CL,Partner,True
C005598,2022-06-28,SMB,IN,Referral,True
C005599,2022-04-07,SMB,BJ,Paid Ads,True
C005600,2022-10-01,SMB,CU,Organic,True
C005601,2023-08-01,Mid-Market,SN,Referral,True
C005602,2023-01-28,Mid-Market,TV,Paid Ads,False
C005603,2024-07-08,SMB,SE,Partner,True
C005604,2024-11-09,Enterprise,SZ,Partner,False
C005605,2022-09-29,SMB,VN,Paid Ads,True
C005606,2022-10-16,Mid-Market,CR,Referral,True
C005607,2022-11-06,Mid-Market,ZW,Paid Ads,True
C005608,2024-07-06,SMB,SC,Partner,True
C005609,2022-09-15,Enterprise,IL,Organic,True
C005610,2022-05-21,Mid-Market,TT,Referral,False
C005611,2023-08-12,SMB,SG,Partner,True
C005612,2023-02-05,Mid-Market,CO,Organic,True
C005613,2023-10-07,SMB,SI,Partner,False
C005614,2024-10-24,SMB,AO,Referral,True
C005615,2024-02-15,Enterprise,MN,Referral,True
C005616,2024-05-02,SMB,JM,Referral,True
C005617,2024-01-25,SMB,DJ,Referral,False
C005618,2023-09-26,SMB,BW,Organic,True
C005619,2022-11-05,SMB,AR,Paid Ads,False
C005620,2023-05-06,SMB,SN,Partner,False
C005621,2023-06-08,SMB,WS,Partner,True
C005622,2024-03-11,Enterprise,AL,Referral,True
C005623,2022-11-22,Enterprise,TN,Paid Ads,True
C005624,2023-08-21,Mid-Market,TJ,Organic,False
C005625,2024-12-12,Enterprise,GY,Referral,True
C005626,2022-02-17,SMB,CO,Paid Ads,True
C005627,2024-07-17,SMB,GR,Paid Ads,True
C005628,2023-09-07,Mid-Market,SZ,Partner,True
C005629,2024-03-09,Enterprise,MV,Partner,True
C005630,2022-11-01,Enterprise,EG,Paid Ads,True
C005631,2022-01-12,Mid-Market,ID,Organic,True
C005632,2024-06-06,Enterprise,PG,Paid Ads,True
C005633,2024-02-06,Mid-Market,KN,Paid Ads,True
C005634,2024-08-27,SMB,NI,Paid Ads,False
C005635,2024-02-05,SMB,MU,Partner,False
C005636,2022-04-14,Mid-Market,TZ,Paid Ads,True
C005637,2023-05-21,SMB,DE,Partner,True
C005638,2024-02-19,SMB,LV,Paid Ads,False
C005639,2024-07-14,SMB,BY,Organic,False
C005640,2022-12-12,Mid-Market,DJ,Paid Ads,True
C005641,2022-07-29,Mid-Market,TM,Organic,True
C005642,2024-05-26,SMB,ET,Organic,True
C005643,2023-02-24,SMB,KE,Referral,True
C005644,2024-09-28,Mid-Market,FM,Referral,True
C005645,2024-06-18,SMB,EE,Organic,True
C005646,2022-07-29,Mid-Market,MV,Paid Ads,False
C005647,2024-01-15,SMB,MX,Partner,True
C005648,2023-10-21,Mid-Market,SL,Organic,True
C005649,2022-06-06,SMB,US,Partner,True
C005650,2022-07-01,SMB,DZ,Partner,True
C005651,2023-05-30,Mid-Market,SE,Organic,True
C005652,2023-02-03,SMB,AL,Referral,False
C005653,2024-12-25,SMB,VN,Organic,True
C005654,2024-03-02,SMB,TJ,Organic,False
C005655,2023-01-03,SMB,GM,Organic,False
C005656,2024-05-07,SMB,RO,Referral,True
C005657,2022-10-05,SMB,SZ,Organic,True
C005658,2022-03-05,SMB,GE,Partner,True
C005659,2022-04-10,Mid-Market,IR,Referral,True
C005660,2023-03-22,Mid-Market,AM,Referral,True
C005661,2023-03-24,SMB,GR,Organic,False
C005662,2022-10-02,Enterprise,KZ,Organic,True
C005663,2022-05-21,Mid-Market,AO,Paid Ads,True
C005664,2022-12-14,Enterprise,BG,Organic,True
C005665,2023-06-15,SMB,VC,Paid Ads,True
C005666,2024-04-25,SMB,BZ,Partner,True
C005667,2022-03-17,SMB,TG,Referral,True
C005668,2024-06-20,Enterprise,SD,Referral,False
C005669,2022-02-03,SMB,AR,Organic,True
C005670,2024-02-19,SMB,HR,Partner,True
C005671,2024-12-23,Enterprise,AO,Partner,True
C005672,2022-06-27,Mid-Market,GT,Partner,True
C005673,2023-06-17,SMB,SB,Partner,True
C005674,2023-12-26,SMB,SG,Paid Ads,True
C005675,2022-06-01,SMB,ES,Organic,False
C005676,2024-10-20,SMB,TH,Referral,True
C005677,2022-07-01,SMB,ZM,Paid Ads,False
C005678,2022-12-22,Mid-Market,KI,Organic,True
C005679,2022-05-20,SMB,CM,Paid Ads,False
C005680,2024-04-08,Mid-Market,UA,Referral,True
C005681,2024-06-21,Mid-Market,CD,Organic,True
C005682,2022-05-24,Mid-Market,RO,Partner,True
C005683,2023-09-26,Mid-Market,MV,Organic,True
C005684,2023-10-10,SMB,GM,Organic,False
C005685,2023-10-06,SMB,LI,Paid Ads,True
C005686,2023-05-03,Enterprise,PY,Paid Ads,True
C005687,2022-02-17,SMB,CI,Referral,True
C005688,2022-07-07,SMB,SZ,Referral,False
