payment_id,customer_id,payment_date,amount,payment_status
P6128873,C004263,2023-08-03,59.99,Success
P3426102,C004263,2023-09-02,59.99,Success
P2407645,C004263,2023-10-02,59.99,Success
P7708298,C004263,2023-11-01,59.99,Success
P3967786,C004263,2023-12-01,59.99,Success
P4432320,C004263,2023-12-31,59.99,Success
P1181489,C004263,2024-01-30,59.99,Success
P2582048,C004263,2024-02-29,59.99,Success
P1068409,C004263,2024-03-30,59.99,Success
P3949485,C004263,2024-04-29,59.99,Success
P7472808,C004263,2024-05-29,59.99,Success
P6336933,C004263,2024-06-28,59.99,Success
P2111479,C004263,2024-07-28,59.99,Success
P5871373,C004263,2024-08-27,59.99,Success
P9516981,C004263,2024-09-26,59.99,Success
P6805427,C004263,2024-10-26,59.99,Success
P5066741,C004263,2024-11-25,0.0,Failed
P4913114,C004263,2024-12-25,0.0,Failed
P5642574,C004264,2022-09-12,129.99,Success
P1431354,C004264,2022-10-12,129.99,Success
P5725148,C004264,2022-11-11,129.99,Success
P5269260,C004264,2022-12-11,129.99,Success
P6463569,C004264,2023-01-10,129.99,Success
P7787874,C004264,2023-02-09,129.99,Success
P5526477,C004264,2023-03-11,129.99,Success
P1356428,C004264,2023-04-10,129.99,Success
P6517362,C004264,2023-05-10,129.99,Success
P9472311,C004264,2023-06-09,129.99,Success
P5738781,C004264,2023-07-09,129.99,Success
P1430456,C004264,2023-08-08,129.99,Success
P1756752,C004264,2023-09-07,129.99,Success
P5611945,C004264,2023-10-07,129.99,Success
P7754787,C004264,2023-11-06,129.99,Success
P4344072,C004264,2023-12-06,129.99,Success
P3872457,C004264,2024-01-05,129.99,Success
P1774599,C004264,2024-02-04,129.99,Success
P5867446,C004264,2024-03-05,129.99,Success
P2045684,C004264,2024-04-04,129.99,Success
P1466265,C004264,2024-05-04,129.99,Success
P9336164,C004264,2024-06-03,129.99,Success
P1021513,C004264,2024-07-03,129.99,Success
P1776229,C004264,2024-08-02,129.99,Success
P2229908,C004264,2024-09-01,129.99,Success
P6288087,C004264,2024-10-01,129.99,Success
P8930979,C004264,2024-10-31,129.99,Success
P3617626,C004264,2024-11-30,129.99,Success
P7658680,C004264,2024-12-30,129.99,Success
P5809212,C004265,2022-12-21,59.99,Success
P7789986,C004265,2023-01-20,59.99,Success
P5147983,C004265,2023-02-19,59.99,Success
P5724726,C004265,2023-03-21,59.99,Success
P8809507,C004265,2023-04-20,59.99,Success
P6221877,C004265,2023-05-20,59.99,Success
P1714357,C004265,2023-06-19,59.99,Success
P1703572,C004265,2023-07-19,59.99,Success
P2939842,C004265,2023-08-18,0.0,Failed
P2260663,C004265,2023-09-17,59.99,Success
P8504483,C004265,2023-10-17,59.99,Success
P5633336,C004265,2023-11-16,59.99,Success
P2525542,C004265,2023-12-16,59.99,Success
P3541136,C004265,2024-01-15,59.99,Success
P6892215,C004265,2024-02-14,59.99,Success
P4752339,C004265,2024-03-15,59.99,Success
P2670260,C004265,2024-04-14,59.99,Success
P2911805,C004265,2024-05-14,59.99,Success
P2470746,C004265,2024-06-13,59.99,Success
P2149174,C004265,2024-07-13,59.99,Success
P5982277,C004265,2024-08-12,59.99,Success
P8863225,C004265,2024-09-11,59.99,Success
P2606728,C004265,2024-10-11,59.99,Success
P4732907,C004265,2024-11-10,0.0,Failed
P6986957,C004265,2024-12-10,59.99,Success
P9873752,C004266,2022-07-20,0.0,Failed
P6988687,C004266,2022-08-19,59.99,Success
P3297348,C004266,2022-09-18,59.99,Success
P7831599,C004266,2022-10-18,59.99,Success
P5684807,C004266,2022-11-17,59.99,Success
P3431300,C004266,2022-12-17,59.99,Success
P8014872,C004266,2023-01-16,59.99,Success
P3014159,C004266,2023-02-15,59.99,Success
P5983096,C004266,2023-03-17,59.99,Success
P2378962,C004266,2023-04-16,59.99,Success
P4482184,C004266,2023-05-16,59.99,Success
P7233391,C004266,2023-06-15,59.99,Success
P8056815,C004266,2023-07-15,59.99,Success
P9120884,C004266,2023-08-14,59.99,Success
P2367668,C004266,2023-09-13,59.99,Success
P1990534,C004266,2023-10-13,59.99,Success
P2794003,C004266,2023-11-12,59.99,Success
P8309298,C004266,2023-12-12,0.0,Failed
P8681923,C004266,2024-01-11,59.99,Success
P5141982,C004266,2024-02-10,59.99,Success
P4465461,C004266,2024-03-11,59.99,Success
P9888449,C004266,2024-04-10,59.99,Success
P9844526,C004266,2024-05-10,59.99,Success
P1905869,C004266,2024-06-09,59.99,Success
P4071311,C004266,2024-07-09,59.99,Success
P1137731,C004266,2024-08-08,59.99,Success
P3506275,C004266,2024-09-07,59.99,Success
P1086899,C004266,2024-10-07,59.99,Success
P8366763,C004266,2024-11-06,0.0,Failed
P7921192,C004266,2024-12-06,59.99,Success
P9308271,C004267,2024-09-01,29.99,Success
P2604933,C004267,2024-10-01,29.99,Success
P5442911,C004267,2024-10-31,29.99,Success
P5426292,C004267,2024-11-30,29.99,Success
P5563637,C004267,2024-12-30,29.99,Success
P3624819,C004268,2024-01-02,59.99,Success
P6451388,C004268,2024-02-01,59.99,Success
P3220612,C004268,2024-03-02,59.99,Success
P7035608,C004268,2024-04-01,59.99,Success
P8641890,C004268,2024-05-01,59.99,Success
P1569678,C004268,2024-05-31,0.0,Failed
P4341390,C004268,2024-06-30,59.99,Success
P5748989,C004268,2024-07-30,59.99,Success
P6144527,C004268,2024-08-29,0.0,Failed
P3672087,C004268,2024-09-28,59.99,Success
P6637908,C004268,2024-10-28,59.99,Success
P7967897,C004268,2024-11-27,59.99,Success
P8456619,C004268,2024-12-27,59.99,Success
P6889447,C004269,2022-07-24,29.99,Success
P3759984,C004269,2022-08-23,29.99,Success
P4412167,C004269,2022-09-22,29.99,Success
P6190556,C004269,2022-10-22,29.99,Success
P3500301,C004269,2022-11-21,29.99,Success
P1066542,C004269,2022-12-21,29.99,Success
P2631724,C004269,2023-01-20,29.99,Success
P7443261,C004269,2023-02-19,29.99,Success
P7904018,C004269,2023-03-21,29.99,Success
P6945253,C004269,2023-04-20,29.99,Success
P9350431,C004269,2023-05-20,29.99,Success
P1640705,C004269,2023-06-19,29.99,Success
P9266967,C004269,2023-07-19,29.99,Success
P8145034,C004269,2023-08-18,29.99,Success
P8274539,C004269,2023-09-17,29.99,Success
P1557571,C004269,2023-10-17,29.99,Success
P7990890,C004269,2023-11-16,0.0,Failed
P9496947,C004269,2023-12-16,29.99,Success
P8647859,C004269,2024-01-15,29.99,Success
P8440791,C004269,2024-02-14,29.99,Success
P5322933,C004269,2024-03-15,29.99,Success
P2314838,C004269,2024-04-14,29.99,Success
P9555774,C004269,2024-05-14,29.99,Success
P4284983,C004269,2024-06-13,29.99,Success
P9329723,C004269,2024-07-13,29.99,Success
P8536851,C004269,2024-08-12,29.99,Success
P7058280,C004269,2024-09-11,29.99,Success
P5820539,C004269,2024-10-11,29.99,Success
P5125614,C004269,2024-11-10,0.0,Failed
P8101874,C004269,2024-12-10,29.99,Success
P3339280,C004270,2022-02-22,29.99,Success
P9098917,C004270,2022-03-24,29.99,Success
P9974825,C004270,2022-04-23,29.99,Success
P9021792,C004270,2022-05-23,29.99,Success
P5393905,C004270,2022-06-22,29.99,Success
P7650952,C004270,2022-07-22,29.99,Success
P2085758,C004270,2022-08-21,29.99,Success
P7229322,C004270,2022-09-20,29.99,Success
P8192059,C004270,2022-10-20,29.99,Success
P5419253,C004270,2022-11-19,29.99,Success
P4202899,C004270,2022-12-19,29.99,Success
P6261373,C004270,2023-01-18,29.99,Success
P6206802,C004270,2023-02-17,29.99,Success
P5138842,C004270,2023-03-19,0.0,Failed
P7690263,C004270,2023-04-18,29.99,Success
P7202440,C004270,2023-05-18,29.99,Success
P4556905,C004270,2023-06-17,29.99,Success
P7283729,C004270,2023-07-17,29.99,Success
P6516538,C004270,2023-08-16,0.0,Failed
P3734142,C004270,2023-09-15,29.99,Success
P7599411,C004270,2023-10-15,0.0,Failed
P7765878,C004270,2023-11-14,29.99,Success
P3502882,C004270,2023-12-14,29.99,Success
P7979339,C004270,2024-01-13,29.99,Success
P8397655,C004270,2024-02-12,29.99,Success
P1115127,C004270,2024-03-13,29.99,Success
P3132092,C004270,2024-04-12,29.99,Success
P1802698,C004270,2024-05-12,29.99,Success
P8126044,C004270,2024-06-11,29.99,Success
P7749346,C004270,2024-07-11,29.99,Success
P4892036,C004270,2024-08-10,29.99,Success
P8148433,C004270,2024-09-09,29.99,Success
P4632183,C004270,2024-10-09,29.99,Success
P1110415,C004270,2024-11-08,29.99,Success
P3977052,C004270,2024-12-08,29.99,Success
P5010048,C004271,2024-06-18,0.0,Failed
P2717784,C004271,2024-07-18,29.99,Success
P5175838,C004271,2024-08-17,29.99,Success
P2347228,C004271,2024-09-16,29.99,Success
P5665339,C004271,2024-10-16,29.99,Success
P3447556,C004271,2024-11-15,29.99,Success
P8123610,C004271,2024-12-15,29.99,Success
P3602257,C004272,2023-08-07,129.99,Success
P8829247,C004272,2023-09-06,129.99,Success
P8918226,C004272,2023-10-06,129.99,Success
P3568860,C004272,2023-11-05,129.99,Success
P4641369,C004272,2023-12-05,129.99,Success
P6180727,C004272,2024-01-04,129.99,Success
P8674434,C004272,2024-02-03,129.99,Success
P8317221,C004272,2024-03-04,129.99,Success
P5449214,C004272,2024-04-03,129.99,Success
P6550633,C004272,2024-05-03,129.99,Success
P3021187,C004272,2024-06-02,129.99,Success
P2500967,C004272,2024-07-02,129.99,Success
P8924980,C004272,2024-08-01,129.99,Success
P3516733,C004272,2024-08-31,129.99,Success
P3957670,C004272,2024-09-30,129.99,Success
P9206062,C004272,2024-10-30,129.99,Success
P7973103,C004272,2024-11-29,129.99,Success
P4286137,C004272,2024-12-29,129.99,Success
P7091212,C004273,2024-04-18,129.99,Success
P6299989,C004273,2024-05-18,129.99,Success
P6845329,C004273,2024-06-17,129.99,Success
P2113513,C004273,2024-07-17,129.99,Success
P3423107,C004273,2024-08-16,129.99,Success
P5578844,C004273,2024-09-15,129.99,Success
P1394162,C004273,2024-10-15,129.99,Success
P3640197,C004273,2024-11-14,129.99,Success
P7122503,C004273,2024-12-14,129.99,Success
P9023541,C004274,2022-11-28,129.99,Success
P5052872,C004274,2022-12-28,129.99,Success
P1626146,C004274,2023-01-27,129.99,Success
P2846270,C004274,2023-02-26,129.99,Success
P7959402,C004274,2023-03-28,129.99,Success
P9477081,C004274,2023-04-27,129.99,Success
P4804185,C004274,2023-05-27,129.99,Success
P3366851,C004274,2023-06-26,129.99,Success
P8116182,C004274,2023-07-26,129.99,Success
P5386312,C004274,2023-08-25,129.99,Success
P7191539,C004274,2023-09-24,129.99,Success
P6234532,C004274,2023-10-24,129.99,Success
P6084590,C004274,2023-11-23,129.99,Success
P6407986,C004274,2023-12-23,129.99,Success
P8471095,C004274,2024-01-22,129.99,Success
P3477734,C004274,2024-02-21,129.99,Success
P5484592,C004274,2024-03-22,129.99,Success
P1905941,C004274,2024-04-21,129.99,Success
P2078646,C004274,2024-05-21,129.99,Success
P2930885,C004274,2024-06-20,129.99,Success
P2916600,C004274,2024-07-20,129.99,Success
P9427587,C004274,2024-08-19,0.0,Failed
P8570613,C004274,2024-09-18,129.99,Success
P5806569,C004274,2024-10-18,129.99,Success
P8210428,C004274,2024-11-17,129.99,Success
P5840313,C004274,2024-12-17,129.99,Success
P4820453,C004275,2022-08-30,129.99,Success
P2527572,C004275,2022-09-29,129.99,Success
P7929533,C004275,2022-10-29,129.99,Success
P7777477,C004275,2022-11-28,129.99,Success
P1251229,C004275,2022-12-28,129.99,Success
P4158415,C004275,2023-01-27,129.99,Success
P4837030,C004275,2023-02-26,129.99,Success
P4963993,C004275,2023-03-28,129.99,Success
P6476515,C004275,2023-04-27,129.99,Success
P5232714,C004275,2023-05-27,129.99,Success
P9489298,C004275,2023-06-26,129.99,Success
P7894819,C004275,2023-07-26,129.99,Success
P4162069,C004275,2023-08-25,129.99,Success
P1095123,C004275,2023-09-24,129.99,Success
P5011994,C004275,2023-10-24,0.0,Failed
P9138538,C004275,2023-11-23,129.99,Success
P9845840,C004275,2023-12-23,129.99,Success
P4831931,C004275,2024-01-22,129.99,Success
P8032455,C004275,2024-02-21,129.99,Success
P2495238,C004275,2024-03-22,129.99,Success
P7701157,C004275,2024-04-21,129.99,Success
P9902908,C004275,2024-05-21,129.99,Success
P2411118,C004275,2024-06-20,0.0,Failed
P7359564,C004275,2024-07-20,129.99,Success
P1606027,C004275,2024-08-19,129.99,Success
P3890731,C004275,2024-09-18,129.99,Success
P4230905,C004275,2024-10-18,129.99,Success
P2458803,C004275,2024-11-17,129.99,Success
P4734279,C004275,2024-12-17,129.99,Success
P3763842,C004276,2024-06-07,29.99,Success
P6393702,C004276,2024-07-07,29.99,Success
P9784372,C004276,2024-08-06,0.0,Failed
P5957377,C004276,2024-09-05,29.99,Success
P7976843,C004276,2024-10-05,29.99,Success
P4073061,C004276,2024-11-04,29.99,Success
P1632809,C004276,2024-12-04,29.99,Success
P9692554,C004277,2023-02-14,59.99,Success
P6281192,C004277,2023-03-16,59.99,Success
P4790069,C004277,2023-04-15,59.99,Success
P4639099,C004277,2023-05-15,59.99,Success
P9322796,C004277,2023-06-14,59.99,Success
P9328909,C004277,2023-07-14,59.99,Success
P1048244,C004277,2023-08-13,59.99,Success
P7719047,C004277,2023-09-12,59.99,Success
P5286461,C004277,2023-10-12,59.99,Success
P2849617,C004277,2023-11-11,59.99,Success
P4989081,C004277,2023-12-11,59.99,Success
P6182321,C004277,2024-01-10,59.99,Success
P7567915,C004277,2024-02-09,59.99,Success
P8865980,C004277,2024-03-10,59.99,Success
P1250912,C004277,2024-04-09,59.99,Success
P3108120,C004277,2024-05-09,59.99,Success
P3118966,C004277,2024-06-08,59.99,Success
P8941309,C004277,2024-07-08,59.99,Success
P6636540,C004277,2024-08-07,59.99,Success
P7779062,C004277,2024-09-06,59.99,Success
P5334798,C004277,2024-10-06,59.99,Success
P9916673,C004277,2024-11-05,59.99,Success
P2045161,C004277,2024-12-05,59.99,Success
P6529999,C004278,2022-02-26,129.99,Success
P9474885,C004278,2022-03-28,129.99,Success
P9557469,C004278,2022-04-27,129.99,Success
P1543826,C004278,2022-05-27,129.99,Success
P4656021,C004278,2022-06-26,129.99,Success
P9189421,C004278,2022-07-26,129.99,Success
P4678944,C004278,2022-08-25,129.99,Success
P6685972,C004278,2022-09-24,129.99,Success
P6633885,C004278,2022-10-24,129.99,Success
P2756535,C004278,2022-11-23,129.99,Success
P4258103,C004278,2022-12-23,129.99,Success
P1398864,C004278,2023-01-22,129.99,Success
P7637950,C004278,2023-02-21,129.99,Success
P1225385,C004279,2023-07-07,129.99,Success
P1681058,C004279,2023-08-06,129.99,Success
P1566846,C004279,2023-09-05,129.99,Success
P6140421,C004279,2023-10-05,129.99,Success
P4737795,C004279,2023-11-04,129.99,Success
P2461560,C004279,2023-12-04,129.99,Success
P6638531,C004279,2024-01-03,129.99,Success
P6145345,C004279,2024-02-02,129.99,Success
P5487321,C004279,2024-03-03,129.99,Success
P6000261,C004279,2024-04-02,129.99,Success
P3128016,C004279,2024-05-02,129.99,Success
P5482852,C004279,2024-06-01,129.99,Success
P5474098,C004279,2024-07-01,129.99,Success
P4705513,C004279,2024-07-31,129.99,Success
P2621991,C004279,2024-08-30,129.99,Success
P4379077,C004279,2024-09-29,129.99,Success
P3055952,C004279,2024-10-29,129.99,Success
P1625745,C004279,2024-11-28,129.99,Success
P8400361,C004279,2024-12-28,129.99,Success
P3467432,C004280,2023-11-17,59.99,Success
P1164437,C004280,2023-12-17,59.99,Success
P2607691,C004280,2024-01-16,59.99,Success
P4048680,C004280,2024-02-15,59.99,Success
P3766232,C004280,2024-03-16,59.99,Success
P7023717,C004280,2024-04-15,59.99,Success
P3378463,C004280,2024-05-15,59.99,Success
P2487145,C004280,2024-06-14,59.99,Success
P7720583,C004280,2024-07-14,59.99,Success
P1195625,C004280,2024-08-13,59.99,Success
P4947329,C004280,2024-09-12,59.99,Success
P4455460,C004280,2024-10-12,59.99,Success
P2352317,C004280,2024-11-11,59.99,Success
P1308355,C004280,2024-12-11,59.99,Success
P3663210,C004281,2024-03-31,59.99,Success
P8444687,C004281,2024-04-30,59.99,Success
P1426285,C004281,2024-05-30,59.99,Success
P2266252,C004281,2024-06-29,59.99,Success
P9676799,C004281,2024-07-29,59.99,Success
P5870942,C004281,2024-08-28,59.99,Success
P7818224,C004281,2024-09-27,59.99,Success
P5412389,C004281,2024-10-27,59.99,Success
P1917455,C004281,2024-11-26,59.99,Success
P2795476,C004281,2024-12-26,59.99,Success
P4762981,C004282,2023-04-01,59.99,Success
P9301810,C004282,2023-05-01,59.99,Success
P1511227,C004282,2023-05-31,59.99,Success
P1112244,C004282,2023-06-30,59.99,Success
P8420556,C004282,2023-07-30,59.99,Success
P4861066,C004282,2023-08-29,59.99,Success
P9231801,C004282,2023-09-28,59.99,Success
P7658207,C004282,2023-10-28,59.99,Success
P8117745,C004282,2023-11-27,59.99,Success
P3942076,C004282,2023-12-27,59.99,Success
P2544600,C004282,2024-01-26,59.99,Success
P8481199,C004282,2024-02-25,59.99,Success
P4160216,C004282,2024-03-26,59.99,Success
P1823769,C004283,2022-03-02,129.99,Success
P7627053,C004283,2022-04-01,129.99,Success
P8973568,C004283,2022-05-01,129.99,Success
P2723451,C004283,2022-05-31,129.99,Success
P9622394,C004284,2024-06-01,129.99,Success
P8679458,C004284,2024-07-01,129.99,Success
P9996694,C004284,2024-07-31,129.99,Success
P2029521,C004284,2024-08-30,129.99,Success
P8512500,C004284,2024-09-29,129.99,Success
P3171870,C004284,2024-10-29,0.0,Failed
P7190416,C004284,2024-11-28,0.0,Failed
P3764277,C004284,2024-12-28,129.99,Success
P8119675,C004285,2024-09-03,0.0,Failed
P7493843,C004285,2024-10-03,129.99,Success
P2677998,C004285,2024-11-02,129.99,Success
P9512510,C004285,2024-12-02,0.0,Failed
P2480255,C004286,2024-04-16,59.99,Success
P6384737,C004286,2024-05-16,59.99,Success
P2442336,C004286,2024-06-15,59.99,Success
P1563733,C004286,2024-07-15,59.99,Success
P8038431,C004286,2024-08-14,0.0,Failed
P8590313,C004286,2024-09-13,59.99,Success
P8784957,C004286,2024-10-13,59.99,Success
P6444211,C004286,2024-11-12,59.99,Success
P4012365,C004286,2024-12-12,59.99,Success
P3726391,C004287,2022-07-09,29.99,Success
P8823872,C004287,2022-08-08,29.99,Success
P9868845,C004287,2022-09-07,29.99,Success
P5253025,C004287,2022-10-07,29.99,Success
P7835678,C004287,2022-11-06,29.99,Success
P7839086,C004287,2022-12-06,29.99,Success
P7141489,C004287,2023-01-05,29.99,Success
P5563865,C004287,2023-02-04,29.99,Success
P5561231,C004287,2023-03-06,29.99,Success
P1796522,C004287,2023-04-05,29.99,Success
P2096158,C004287,2023-05-05,29.99,Success
P9267750,C004287,2023-06-04,29.99,Success
P8905634,C004287,2023-07-04,29.99,Success
P7440319,C004287,2023-08-03,29.99,Success
P5739850,C004287,2023-09-02,29.99,Success
P1240993,C004287,2023-10-02,29.99,Success
P2718375,C004287,2023-11-01,29.99,Success
P5740004,C004287,2023-12-01,29.99,Success
P3854851,C004287,2023-12-31,29.99,Success
P2940256,C004287,2024-01-30,29.99,Success
P4082954,C004287,2024-02-29,0.0,Failed
P9421041,C004287,2024-03-30,29.99,Success
P9835993,C004287,2024-04-29,29.99,Success
P9680659,C004287,2024-05-29,29.99,Success
P4575035,C004287,2024-06-28,0.0,Failed
P8673434,C004287,2024-07-28,29.99,Success
P5863256,C004287,2024-08-27,29.99,Success
P2488548,C004287,2024-09-26,29.99,Success
P5634204,C004287,2024-10-26,29.99,Success
P2351823,C004287,2024-11-25,29.99,Success
P7834311,C004287,2024-12-25,29.99,Success
P8306358,C004288,2022-10-21,129.99,Success
P6361508,C004288,2022-11-20,129.99,Success
P9039948,C004288,2022-12-20,129.99,Success
P6723810,C004288,2023-01-19,129.99,Success
P2687768,C004288,2023-02-18,129.99,Success
P7824645,C004288,2023-03-20,129.99,Success
P6620438,C004288,2023-04-19,129.99,Success
P8595121,C004288,2023-05-19,129.99,Success
P3890578,C004288,2023-06-18,129.99,Success
P7924706,C004288,2023-07-18,129.99,Success
P3617927,C004288,2023-08-17,129.99,Success
P1186369,C004288,2023-09-16,129.99,Success
P1675852,C004288,2023-10-16,129.99,Success
P1275941,C004288,2023-11-15,129.99,Success
P5993882,C004288,2023-12-15,129.99,Success
P6611715,C004288,2024-01-14,0.0,Failed
P2593734,C004288,2024-02-13,129.99,Success
P7520838,C004288,2024-03-14,129.99,Success
P3362639,C004288,2024-04-13,129.99,Success
P6945915,C004288,2024-05-13,129.99,Success
P1397263,C004288,2024-06-12,129.99,Success
P9010694,C004288,2024-07-12,129.99,Success
P9390301,C004288,2024-08-11,129.99,Success
P7901741,C004288,2024-09-10,0.0,Failed
P3842489,C004288,2024-10-10,129.99,Success
P5177146,C004288,2024-11-09,0.0,Failed
P3344221,C004288,2024-12-09,129.99,Success
P7369309,C004289,2022-08-07,59.99,Success
P5787127,C004289,2022-09-06,59.99,Success
P5456104,C004289,2022-10-06,59.99,Success
P4270520,C004289,2022-11-05,59.99,Success
P1081245,C004289,2022-12-05,59.99,Success
P6055709,C004289,2023-01-04,59.99,Success
P4176072,C004289,2023-02-03,59.99,Success
P5018593,C004289,2023-03-05,59.99,Success
P7748729,C004289,2023-04-04,59.99,Success
P4884356,C004289,2023-05-04,59.99,Success
P7105245,C004289,2023-06-03,59.99,Success
P8098602,C004289,2023-07-03,59.99,Success
P9556591,C004289,2023-08-02,59.99,Success
P1829221,C004289,2023-09-01,0.0,Failed
P2121943,C004289,2023-10-01,59.99,Success
P7851169,C004289,2023-10-31,0.0,Failed
P2606456,C004289,2023-11-30,59.99,Success
P5760557,C004289,2023-12-30,59.99,Success
P5041024,C004289,2024-01-29,59.99,Success
P2284987,C004289,2024-02-28,59.99,Success
P7766902,C004289,2024-03-29,59.99,Success
P1303677,C004289,2024-04-28,59.99,Success
P6815084,C004289,2024-05-28,59.99,Success
P4675976,C004289,2024-06-27,59.99,Success
P2376379,C004289,2024-07-27,59.99,Success
P9933214,C004289,2024-08-26,59.99,Success
P7176030,C004289,2024-09-25,59.99,Success
P4710640,C004289,2024-10-25,59.99,Success
P4524839,C004289,2024-11-24,59.99,Success
P9364739,C004289,2024-12-24,59.99,Success
P3731910,C004290,2023-07-21,29.99,Success
P2402677,C004290,2023-08-20,29.99,Success
P9044659,C004290,2023-09-19,29.99,Success
P7000826,C004290,2023-10-19,29.99,Success
P6134874,C004290,2023-11-18,29.99,Success
P8685524,C004290,2023-12-18,29.99,Success
P4527639,C004290,2024-01-17,29.99,Success
P6493459,C004290,2024-02-16,29.99,Success
P3432943,C004290,2024-03-17,29.99,Success
P9337824,C004290,2024-04-16,29.99,Success
P9989048,C004290,2024-05-16,29.99,Success
P9164212,C004290,2024-06-15,29.99,Success
P4646324,C004290,2024-07-15,29.99,Success
P2638252,C004290,2024-08-14,29.99,Success
P9009034,C004290,2024-09-13,29.99,Success
P2164893,C004290,2024-10-13,29.99,Success
P3863172,C004290,2024-11-12,29.99,Success
P7103444,C004290,2024-12-12,29.99,Success
P9506634,C004291,2022-09-26,129.99,Success
P9386566,C004291,2022-10-26,129.99,Success
P1155797,C004291,2022-11-25,129.99,Success
P7378116,C004291,2022-12-25,129.99,Success
P6870668,C004291,2023-01-24,129.99,Success
P6642019,C004291,2023-02-23,129.99,Success
P8525560,C004291,2023-03-25,129.99,Success
P2364484,C004291,2023-04-24,129.99,Success
P2552698,C004291,2023-05-24,129.99,Success
P3169748,C004291,2023-06-23,129.99,Success
P5822946,C004291,2023-07-23,129.99,Success
P1369734,C004291,2023-08-22,129.99,Success
P3987000,C004291,2023-09-21,129.99,Success
P7071136,C004291,2023-10-21,129.99,Success
P7025042,C004291,2023-11-20,129.99,Success
P2750990,C004291,2023-12-20,129.99,Success
P2564142,C004292,2024-06-01,129.99,Success
P1395959,C004292,2024-07-01,129.99,Success
P7968462,C004292,2024-07-31,0.0,Failed
P2761272,C004292,2024-08-30,129.99,Success
P3498852,C004292,2024-09-29,129.99,Success
P7623417,C004292,2024-10-29,129.99,Success
P5702243,C004292,2024-11-28,129.99,Success
P7481375,C004292,2024-12-28,129.99,Success
P8188935,C004293,2023-06-06,59.99,Success
P3593035,C004293,2023-07-06,59.99,Success
P7369266,C004293,2023-08-05,59.99,Success
P3793318,C004293,2023-09-04,59.99,Success
P6738677,C004293,2023-10-04,59.99,Success
P4797572,C004293,2023-11-03,59.99,Success
P7378100,C004293,2023-12-03,59.99,Success
P8335895,C004293,2024-01-02,59.99,Success
P2371848,C004293,2024-02-01,59.99,Success
P8763174,C004293,2024-03-02,59.99,Success
P6106375,C004293,2024-04-01,59.99,Success
P5758438,C004293,2024-05-01,59.99,Success
P4586754,C004293,2024-05-31,59.99,Success
P6111289,C004293,2024-06-30,59.99,Success
P6659886,C004293,2024-07-30,0.0,Failed
P1999445,C004293,2024-08-29,0.0,Failed
P6911219,C004293,2024-09-28,59.99,Success
P1845605,C004293,2024-10-28,59.99,Success
P6371442,C004293,2024-11-27,59.99,Success
P6429473,C004293,2024-12-27,59.99,Success
P3080455,C004294,2024-08-23,129.99,Success
P1779292,C004294,2024-09-22,129.99,Success
P6866909,C004294,2024-10-22,129.99,Success
P5662478,C004294,2024-11-21,129.99,Success
P9655736,C004294,2024-12-21,0.0,Failed
P7202243,C004295,2024-05-21,129.99,Success
P2811664,C004295,2024-06-20,129.99,Success
P5687218,C004295,2024-07-20,129.99,Success
P9937488,C004295,2024-08-19,129.99,Success
P4271297,C004295,2024-09-18,0.0,Failed
P4175709,C004295,2024-10-18,129.99,Success
P7040782,C004295,2024-11-17,0.0,Failed
P5968346,C004295,2024-12-17,0.0,Failed
P6898822,C004296,2022-08-21,59.99,Success
P1291647,C004296,2022-09-20,59.99,Success
P2394070,C004296,2022-10-20,59.99,Success
P1953089,C004296,2022-11-19,59.99,Success
P6253503,C004296,2022-12-19,59.99,Success
P1088825,C004297,2024-08-03,29.99,Success
P3456108,C004297,2024-09-02,29.99,Success
P5341783,C004297,2024-10-02,29.99,Success
P3365436,C004297,2024-11-01,29.99,Success
P3353670,C004297,2024-12-01,29.99,Success
P4211967,C004297,2024-12-31,29.99,Success
P5755964,C004298,2024-01-15,129.99,Success
P4300752,C004298,2024-02-14,129.99,Success
P5734601,C004298,2024-03-15,129.99,Success
P8969169,C004298,2024-04-14,129.99,Success
P4914954,C004298,2024-05-14,129.99,Success
P4879578,C004298,2024-06-13,129.99,Success
P8082481,C004298,2024-07-13,129.99,Success
P3977701,C004298,2024-08-12,129.99,Success
P7239584,C004298,2024-09-11,129.99,Success
P5910083,C004298,2024-10-11,129.99,Success
P3113171,C004298,2024-11-10,129.99,Success
P1913743,C004298,2024-12-10,129.99,Success
P8540831,C004299,2022-12-07,129.99,Success
P8334166,C004299,2023-01-06,129.99,Success
P2792441,C004299,2023-02-05,129.99,Success
P3427972,C004299,2023-03-07,129.99,Success
P6455088,C004299,2023-04-06,129.99,Success
P1602380,C004299,2023-05-06,129.99,Success
P7908327,C004299,2023-06-05,129.99,Success
P7244595,C004299,2023-07-05,129.99,Success
P7439329,C004299,2023-08-04,129.99,Success
P7628156,C004299,2023-09-03,129.99,Success
P3698304,C004299,2023-10-03,129.99,Success
P6044344,C004299,2023-11-02,129.99,Success
P5830729,C004299,2023-12-02,129.99,Success
P3211483,C004299,2024-01-01,129.99,Success
P1115748,C004299,2024-01-31,129.99,Success
P9366456,C004299,2024-03-01,129.99,Success
P8689889,C004299,2024-03-31,129.99,Success
P3012645,C004299,2024-04-30,129.99,Success
P6788375,C004299,2024-05-30,129.99,Success
P4956006,C004299,2024-06-29,129.99,Success
P8127167,C004299,2024-07-29,129.99,Success
P8622918,C004299,2024-08-28,129.99,Success
