subscription_id,customer_id,plan_type,start_date,end_date,monthly_price
S414952,C004393,Basic,2023-09-03,2024-03-01,29.99
S980637,C004394,Enterprise,2024-12-23,,129.99
S177916,C004395,Pro,2023-12-25,,59.99
S754589,C004396,Enterprise,2023-04-28,,129.99
S237344,C004397,Pro,2023-03-30,2024-04-23,59.99
S250378,C004398,Enterprise,2022-02-18,2023-04-14,129.99
S912480,C004399,Basic,2022-01-12,2022-09-09,29.99
S200957,C004400,Basic,2022-10-12,2023-11-06,29.99
S759714,C004401,Basic,2024-02-25,,29.99
S413911,C004402,Enterprise,2022-03-21,2022-08-18,129.99
S409745,C004403,Pro,2024-06-29,,59.99
S435197,C004404,Enterprise,2022-10-25,,129.99
S942877,C004405,Basic,2022-03-19,,29.99
S927842,C004406,Basic,2023-05-06,,29.99
S761310,C004407,Enterprise,2022-03-06,2023-08-28,129.99
S753222,C004408,Pro,2022-05-13,,59.99
S312316,C004409,Pro,2024-08-24,,59.99
S414767,C004410,Basic,2024-08-24,2024-12-31,29.99
S816389,C004411,Basic,2022-11-18,2024-01-12,29.99
S858639,C004412,Basic,2023-08-28,,29.99
S276717,C004413,Basic,2023-07-22,,29.99
S399610,C004414,Enterprise,2024-11-06,,129.99
S836342,C004415,Basic,2024-12-29,,29.99
S310003,C004416,Basic,2022-04-14,,29.99
S775267,C004417,Pro,2024-04-23,2024-12-31,59.99
S362683,C004418,Basic,2024-10-24,,29.99
S962706,C004419,Basic,2022-11-10,2023-04-09,29.99
S479267,C004420,Enterprise,2022-12-30,2023-04-29,129.99
S792096,C004421,Enterprise,2023-10-04,,129.99
S601424,C004422,Basic,2023-07-31,,29.99
S711314,C004423,Enterprise,2023-12-04,,129.99
S841764,C004424,Enterprise,2022-11-18,,129.99
S957000,C004425,Basic,2024-10-28,,29.99
S192841,C004426,Pro,2024-01-10,2024-12-05,59.99
S261337,C004427,Basic,2022-11-07,2023-09-03,29.99
S526389,C004428,Pro,2024-12-07,,59.99
S680584,C004429,Basic,2022-06-29,,29.99
S919701,C004430,Enterprise,2022-12-01,,129.99
S938772,C004431,Basic,2022-07-30,,29.99
S865314,C004432,Pro,2023-05-05,,59.99
S939956,C004433,Basic,2023-09-04,,29.99
S595967,C004434,Enterprise,2024-08-04,2024-12-31,129.99
S324750,C004435,Basic,2024-05-04,,29.99
S818922,C004436,Enterprise,2023-08-07,,129.99
S825514,C004437,Enterprise,2022-08-26,,129.99
S584107,C004438,Basic,2022-12-19,,29.99
S191419,C004439,Pro,2024-11-01,2024-12-31,59.99
S350836,C004440,Basic,2022-02-27,,29.99
S234660,C004441,Pro,2024-02-23,,59.99
S258059,C004442,Basic,2023-02-26,2023-08-25,29.99
S273459,C004443,Basic,2023-07-13,,29.99
S829604,C004444,Enterprise,2023-08-11,,129.99
S626910,C004445,Enterprise,2022-05-14,,129.99
S196748,C004446,Basic,2022-01-07,2022-05-07,29.99
S420146,C004447,Pro,2023-08-02,,59.99
S270667,C004448,Enterprise,2022-08-12,,129.99
S731601,C004449,Enterprise,2024-07-30,,129.99
S671511,C004450,Basic,2024-11-05,,29.99
S845961,C004451,Enterprise,2022-04-13,,129.99
S498297,C004452,Basic,2024-08-03,,29.99
S416689,C004453,Enterprise,2023-10-26,,129.99
S297400,C004454,Pro,2022-10-21,,59.99
S808942,C004455,Basic,2022-07-21,2023-01-17,29.99
S718753,C004456,Enterprise,2024-03-17,,129.99
S173508,C004457,Basic,2023-12-17,2024-07-14,29.99
S301529,C004458,Enterprise,2024-08-17,,129.99
S688867,C004459,Pro,2023-11-13,,59.99
S830008,C004460,Enterprise,2025-01-09,,129.99
S563752,C004461,Basic,2023-01-17,,29.99
S897311,C004462,Basic,2022-11-24,,29.99
S756445,C004463,Pro,2023-09-10,,59.99
S156449,C004464,Pro,2023-11-03,,59.99
S846087,C004465,Pro,2023-09-16,,59.99
S189208,C004466,Enterprise,2024-12-18,2024-12-31,129.99
S824337,C004467,Basic,2022-03-18,2022-12-13,29.99
S690542,C004468,Enterprise,2023-06-23,,129.99
S220745,C004469,Basic,2024-05-22,,29.99
S899778,C004470,Enterprise,2024-12-22,,129.99
S137502,C004471,Pro,2024-03-20,,59.99
S131638,C004472,Pro,2024-01-22,,59.99
S857257,C004473,Basic,2022-12-14,,29.99
S266606,C004474,Basic,2023-08-30,,29.99
S361111,C004475,Basic,2022-03-05,,29.99
S376296,C004476,Pro,2024-04-06,,59.99
S550738,C004477,Enterprise,2022-12-29,,129.99
S180334,C004478,Basic,2022-04-12,,29.99
S644461,C004479,Pro,2024-04-16,,59.99
S509826,C004480,Pro,2022-02-18,,59.99
S966518,C004481,Pro,2022-03-22,,59.99
S575824,C004482,Enterprise,2024-01-21,,129.99
S837521,C004483,Pro,2023-12-22,,59.99
S259408,C004484,Basic,2023-04-26,2024-09-17,29.99
S965609,C004485,Basic,2023-09-21,,29.99
S223387,C004486,Pro,2022-08-11,2023-05-08,59.99
S975821,C004487,Pro,2024-07-12,,59.99
S621627,C004488,Basic,2024-01-01,,29.99
S863456,C004489,Enterprise,2022-06-01,,129.99
S784010,C004490,Basic,2023-10-19,,29.99
S906536,C004491,Enterprise,2022-11-20,,129.99
S907973,C004492,Basic,2023-05-03,,29.99
S560841,C004493,Enterprise,2022-06-24,,129.99
S896594,C004494,Basic,2024-12-03,,29.99
S497531,C004495,Enterprise,2024-10-19,,129.99
S545147,C004496,Basic,2022-02-16,,29.99
S584082,C004497,Pro,2022-11-10,,59.99
S462146,C004498,Basic,2022-11-11,,29.99
S394582,C004499,Enterprise,2022-03-25,,129.99
S726205,C004500,Pro,2023-04-24,,59.99
S819762,C004501,Pro,2022-05-23,,59.99
S850479,C004502,Enterprise,2024-07-16,,129.99
S328799,C004503,Basic,2023-05-25,2024-03-20,29.99
S162144,C004504,Enterprise,2022-04-11,,129.99
S213345,C004505,Basic,2024-10-12,,29.99
S433736,C004506,Enterprise,2023-04-10,,129.99
S919305,C004507,Enterprise,2023-06-16,2023-09-14,129.99
S619545,C004508,Basic,2023-05-09,,29.99
S787828,C004509,Basic,2022-04-29,,29.99
S307513,C004510,Basic,2022-12-17,2024-04-10,29.99
S326704,C004511,Basic,2023-02-13,,29.99
S937897,C004512,Pro,2022-03-16,2022-06-14,59.99
S660481,C004513,Pro,2024-01-26,,59.99
S399173,C004514,Pro,2023-03-10,,59.99
S827176,C004515,Enterprise,2022-11-06,,129.99
S302058,C004516,Enterprise,2023-06-26,,129.99
S782718,C004517,Enterprise,2024-02-10,,129.99
S590859,C004518,Basic,2024-10-13,,29.99
S981568,C004519,Pro,2024-05-17,2024-08-15,59.99
S295563,C004520,Enterprise,2024-07-29,,129.99
S992252,C004521,Basic,2022-04-10,,29.99
S668054,C004522,Pro,2023-05-01,,59.99
S819214,C004523,Enterprise,2022-11-05,,129.99
S454067,C004524,Pro,2023-07-17,,59.99
S473367,C004525,Enterprise,2023-05-12,,129.99
S218037,C004526,Pro,2024-01-13,,59.99
S906665,C004527,Basic,2024-06-15,,29.99
S704093,C004528,Basic,2023-11-30,,29.99
S125088,C004529,Pro,2024-02-16,,59.99
S425912,C004530,Basic,2022-10-08,,29.99
S916091,C004531,Enterprise,2022-10-21,2023-06-18,129.99
S669021,C004532,Basic,2024-02-19,2024-12-31,29.99
S316207,C004533,Enterprise,2022-04-11,,129.99
S612794,C004534,Enterprise,2022-08-24,,129.99
S689920,C004535,Basic,2023-12-05,,29.99
S252431,C004536,Enterprise,2022-07-11,,129.99
S117819,C004537,Basic,2023-06-08,,29.99
S531168,C004538,Basic,2023-07-16,2024-05-11,29.99
S644087,C004539,Pro,2022-02-18,2023-04-14,59.99
S938402,C004540,Pro,2023-02-25,2024-06-19,59.99
S551650,C004541,Pro,2024-01-04,,59.99
S203038,C004542,Enterprise,2023-01-31,2023-12-27,129.99
S614949,C004543,Pro,2022-09-11,,59.99
S140465,C004544,Basic,2024-11-05,,29.99
S210781,C004545,Pro,2022-07-13,,59.99
S276849,C004546,Pro,2024-03-23,2024-12-31,59.99
S604140,C004547,Enterprise,2024-07-25,,129.99
S227746,C004548,Pro,2023-05-21,,59.99
S638323,C004549,Pro,2023-02-20,,59.99
S637784,C004550,Pro,2024-08-28,,59.99
S365354,C004551,Basic,2024-04-18,2024-12-31,29.99
S286921,C004552,Basic,2024-12-01,2024-12-31,29.99
S841063,C004553,Enterprise,2022-05-08,,129.99
S324579,C004554,Pro,2023-04-13,,59.99
S171766,C004555,Enterprise,2024-08-31,,129.99
S665198,C004556,Basic,2022-01-23,,29.99
S206931,C004557,Pro,2023-02-27,,59.99
S132555,C004558,Pro,2023-05-19,,59.99
S493270,C004559,Basic,2022-02-24,,29.99
S641481,C004560,Basic,2022-04-27,,29.99
S519082,C004561,Enterprise,2023-11-25,,129.99
S123210,C004562,Enterprise,2022-12-11,,129.99
S843731,C004563,Pro,2024-02-22,2024-12-31,59.99
S467666,C004564,Enterprise,2024-01-13,2024-12-31,129.99
S877538,C004565,Pro,2022-12-08,,59.99
S358787,C004566,Pro,2022-06-13,,59.99
S990548,C004567,Pro,2024-05-19,2024-12-31,59.99
S193852,C004568,Basic,2023-12-18,2024-12-31,29.99
S128628,C004569,Pro,2024-10-27,,59.99
S938122,C004570,Basic,2024-05-29,,29.99
S762577,C004571,Enterprise,2022-11-02,,129.99
S454379,C004572,Enterprise,2022-05-15,2023-04-10,129.99
S807334,C004573,Enterprise,2022-06-14,,129.99
S544587,C004574,Pro,2022-05-26,,59.99
S342081,C004575,Basic,2022-12-02,,29.99
S190421,C004576,Basic,2023-03-07,,29.99
S533756,C004577,Basic,2024-07-27,,29.99
S259580,C004578,Enterprise,2023-01-26,,129.99
S257114,C004579,Pro,2024-02-25,,59.99
S494691,C004580,Basic,2022-08-25,,29.99
S380028,C004581,Enterprise,2024-06-17,,129.99
S824005,C004582,Enterprise,2023-09-16,,129.99
S998881,C004583,Basic,2022-01-12,,29.99
S566638,C004584,Enterprise,2024-08-05,,129.99
S941924,C004585,Enterprise,2022-08-15,,129.99
S936598,C004586,Basic,2022-04-18,,29.99
S790089,C004587,Enterprise,2022-04-06,2023-05-31,129.99
S440623,C004588,Basic,2023-02-16,,29.99
S572888,C004589,Enterprise,2023-12-18,,129.99
S713917,C004590,Basic,2022-05-13,,29.99
S918825,C004591,Basic,2023-03-04,2023-06-02,29.99
S701449,C004592,Enterprise,2022-11-23,,129.99
S816144,C004593,Basic,2022-05-04,,29.99
S670001,C004594,Pro,2022-01-30,,59.99
S298155,C004595,Basic,2024-11-05,,29.99
S826844,C004596,Pro,2024-05-28,,59.99
S890224,C004597,Pro,2023-07-22,,59.99
S388457,C004598,Basic,2022-10-23,,29.99
S364112,C004599,Enterprise,2023-12-05,,129.99
S881718,C004600,Enterprise,2024-09-20,2024-12-31,129.99
S585908,C004601,Pro,2023-05-06,,59.99
S824594,C004602,Basic,2024-10-22,,29.99
S949840,C004603,Pro,2022-05-10,,59.99
S698120,C004604,Pro,2024-05-13,,59.99
S792863,C004605,Pro,2023-12-27,,59.99
S844304,C004606,Enterprise,2022-05-29,,129.99
S722767,C004607,Basic,2022-02-25,2022-10-23,29.99
S398932,C004608,Pro,2022-01-29,,59.99
S506006,C004609,Enterprise,2023-05-31,,129.99
S445299,C004610,Pro,2022-05-25,,59.99
S877916,C004611,Pro,2022-06-23,2022-11-20,59.99
S983498,C004612,Enterprise,2022-09-18,,129.99
S985774,C004613,Enterprise,2024-09-27,2024-12-31,129.99
S459446,C004614,Pro,2023-07-15,2024-12-31,59.99
S108128,C004615,Basic,2023-04-15,,29.99
S535060,C004616,Basic,2022-07-21,,29.99
S853349,C004617,Enterprise,2024-09-08,,129.99
S568534,C004618,Basic,2022-03-10,,29.99
S420898,C004619,Basic,2024-03-20,,29.99
S794434,C004620,Pro,2024-07-22,,59.99
S887754,C004621,Pro,2023-06-18,,59.99
S345613,C004622,Pro,2023-11-06,2024-07-03,59.99
S223252,C004623,Pro,2024-01-19,,59.99
S323198,C004624,Pro,2023-06-16,,59.99
S963305,C004625,Enterprise,2023-11-27,,129.99
S392026,C004626,Basic,2024-11-01,,29.99
S735478,C004627,Enterprise,2022-08-20,,129.99
S195521,C004628,Pro,2023-12-10,,59.99
S993640,C004629,Enterprise,2022-08-08,,129.99
S566570,C004630,Basic,2024-05-03,2024-09-30,29.99
S683202,C004631,Basic,2023-10-08,,29.99
S816269,C004632,Basic,2022-08-17,,29.99
S397659,C004633,Enterprise,2024-06-12,,129.99
S570256,C004634,Enterprise,2023-09-21,2024-10-15,129.99
S873499,C004635,Pro,2022-11-12,,59.99
S142943,C004636,Enterprise,2023-07-12,,129.99
S915987,C004637,Pro,2024-11-27,,59.99
S686612,C004638,Enterprise,2024-12-28,,129.99
S832798,C004639,Pro,2023-01-12,,59.99
S755898,C004640,Pro,2022-05-19,,59.99
S768047,C004641,Enterprise,2022-03-04,,129.99
S848298,C004642,Basic,2023-11-07,,29.99
S925413,C004643,Pro,2023-08-20,2024-03-17,59.99
S770990,C004644,Enterprise,2023-12-09,,129.99
S277190,C004645,Basic,2024-05-16,,29.99
S949008,C004646,Enterprise,2023-02-12,,129.99
S476648,C004647,Pro,2023-12-21,,59.99
S615839,C004648,Pro,2024-04-19,,59.99
S230751,C004649,Enterprise,2023-06-21,,129.99
S245249,C004650,Enterprise,2022-05-24,2022-09-21,129.99
S441533,C004651,Pro,2023-10-02,,59.99
S768166,C004652,Pro,2023-06-19,,59.99
S595298,C004653,Pro,2022-10-01,,59.99
S186809,C004654,Basic,2022-08-13,,29.99
S687588,C004655,Pro,2023-08-17,,59.99
S864160,C004656,Basic,2024-05-31,,29.99
S976391,C004657,Enterprise,2022-05-02,,129.99
S591513,C004658,Enterprise,2024-05-27,,129.99
S647084,C004659,Basic,2023-12-12,,29.99
S176529,C004660,Enterprise,2024-08-20,,129.99
S102127,C004661,Enterprise,2023-03-25,,129.99
S704879,C004662,Pro,2022-05-07,,59.99
S536754,C004663,Basic,2024-10-02,,29.99
S415303,C004664,Basic,2024-09-13,,29.99
S366945,C004665,Pro,2022-06-13,,59.99
S208077,C004666,Pro,2023-04-03,2023-08-31,59.99
S629360,C004667,Enterprise,2023-11-22,,129.99
S895081,C004668,Basic,2022-11-17,,29.99
S480885,C004669,Enterprise,2023-01-12,,129.99
S866985,C004670,Pro,2022-12-23,,59.99
S613249,C004671,Pro,2024-07-27,,59.99
S952841,C004672,Basic,2025-01-08,,29.99
S844959,C004673,Enterprise,2022-12-31,2024-01-25,129.99
S621185,C004674,Basic,2022-01-11,,29.99
S606307,C004675,Enterprise,2023-06-03,,129.99
S580762,C004676,Pro,2023-02-27,2024-08-20,59.99
S591526,C004677,Basic,2022-04-27,,29.99
S226877,C004678,Enterprise,2022-04-02,,129.99
S457183,C004679,Enterprise,2022-01-21,,129.99
S450574,C004680,Basic,2022-10-10,,29.99
S887443,C004681,Basic,2022-05-05,2022-10-02,29.99
S908341,C004682,Enterprise,2024-10-15,,129.99
S132290,C004683,Enterprise,2023-12-26,,129.99
S891624,C004684,Enterprise,2022-12-10,,129.99
S606536,C004685,Basic,2024-06-24,,29.99
S744354,C004686,Enterprise,2023-06-08,2023-10-06,129.99
S531944,C004687,Pro,2023-12-03,2024-12-31,59.99
S255611,C004688,Enterprise,2024-05-30,,129.99
S478101,C004689,Enterprise,2024-09-26,,129.99
S313142,C004690,Enterprise,2023-07-07,,129.99
S969211,C004691,Enterprise,2023-06-25,,129.99
S478543,C004692,Enterprise,2024-01-23,,129.99
S529776,C004693,Pro,2024-04-26,,59.99
S894800,C004694,Pro,2022-07-30,,59.99
S240086,C004695,Enterprise,2022-09-04,,129.99
S852121,C004696,Basic,2024-11-11,,29.99
S114545,C004697,Basic,2024-02-20,,29.99
S110093,C004698,Basic,2024-02-12,2024-12-31,29.99
S983719,C004699,Enterprise,2022-10-21,,129.99
S950125,C004700,Basic,2022-02-05,2022-06-05,29.99
S653364,C004701,Basic,2023-09-23,2024-01-21,29.99
S888334,C004702,Enterprise,2022-12-10,,129.99
S848257,C004703,Enterprise,2023-11-19,,129.99
S555756,C004704,Enterprise,2023-09-12,,129.99
S272198,C004705,Enterprise,2024-07-18,,129.99
S939435,C004706,Basic,2023-05-29,,29.99
S386221,C004707,Enterprise,2023-07-14,2024-05-09,129.99
S722715,C004708,Enterprise,2024-10-09,,129.99
S829016,C004709,Basic,2024-03-11,,29.99
S615593,C004710,Enterprise,2022-01-26,,129.99
S667096,C004711,Enterprise,2022-06-19,,129.99
S529251,C004712,Pro,2022-04-17,,59.99
S745598,C004713,Enterprise,2024-04-15,,129.99
S162144,C004714,Pro,2022-07-17,,59.99
S400309,C004715,Pro,2022-11-08,,59.99
S382089,C004716,Enterprise,2023-06-16,,129.99
S432044,C004717,Pro,2024-02-01,,59.99
S547815,C004718,Pro,2023-04-27,,59.99
S477959,C004719,Pro,2024-11-08,,59.99
S194174,C004720,Enterprise,2022-04-08,,129.99
S626537,C004721,Enterprise,2024-03-29,2024-11-24,129.99
S622622,C004722,Basic,2023-11-20,2024-10-15,29.99
S467027,C004723,Pro,2024-05-18,,59.99
S303246,C004724,Basic,2022-05-11,2022-09-08,29.99
S891461,C004725,Pro,2023-07-11,2024-02-06,59.99
S294933,C004726,Basic,2022-06-30,,29.99
S516496,C004727,Pro,2024-04-05,,59.99
S161181,C004728,Enterprise,2022-03-31,,129.99
S986210,C004729,Basic,2022-07-09,,29.99
S462087,C004730,Enterprise,2024-01-14,2024-12-09,129.99
S564835,C004731,Basic,2023-03-25,2024-05-18,29.99
S110600,C004732,Basic,2024-06-12,,29.99
S850515,C004733,Enterprise,2022-01-27,,129.99
S890087,C004734,Basic,2023-01-19,,29.99
S897544,C004735,Pro,2022-03-27,,59.99
S499609,C004736,Basic,2023-06-27,,29.99
S190745,C004737,Basic,2022-06-22,,29.99
S459482,C004738,Pro,2022-11-22,,59.99
S255698,C004739,Basic,2023-09-23,,29.99
S519128,C004740,Pro,2024-02-28,,59.99
S485976,C004741,Enterprise,2022-12-15,,129.99
S842486,C004742,Basic,2022-12-16,2024-01-10,29.99
S605610,C004743,Enterprise,2024-10-26,,129.99
S722387,C004744,Enterprise,2022-07-07,,129.99
S981393,C004745,Basic,2022-06-23,2023-08-17,29.99
S858466,C004746,Basic,2023-03-10,,29.99
S303552,C004747,Pro,2022-05-08,2023-02-02,59.99
S555580,C004748,Basic,2023-10-30,,29.99
S370398,C004749,Basic,2022-10-18,,29.99
S658671,C004750,Basic,2022-06-02,,29.99
S519689,C004751,Pro,2022-03-07,,59.99
S908219,C004752,Basic,2022-12-13,,29.99
S587958,C004753,Enterprise,2024-09-10,,129.99
S924729,C004754,Basic,2024-04-29,,29.99
S806917,C004755,Basic,2023-11-27,,29.99
S887391,C004756,Basic,2023-01-23,2024-02-17,29.99
S206962,C004757,Enterprise,2024-09-29,,129.99
S949255,C004758,Basic,2024-06-20,,29.99
S594440,C004759,Basic,2024-10-05,,29.99
S849082,C004760,Enterprise,2022-07-02,,129.99
S669605,C004761,Basic,2022-10-23,,29.99
S427359,C004762,Enterprise,2024-02-15,,129.99
S363175,C004763,Basic,2023-04-21,2024-01-16,29.99
S879158,C004764,Basic,2022-11-17,,29.99
S380072,C004765,Pro,2023-06-01,,59.99
S344550,C004766,Basic,2022-02-19,,29.99
S762968,C004767,Basic,2023-05-28,2023-11-24,29.99
S950078,C004768,Enterprise,2022-03-26,,129.99
S659284,C004769,Enterprise,2024-06-06,,129.99
S765444,C004770,Pro,2022-06-11,2023-09-04,59.99
S477537,C004771,Basic,2023-03-25,,29.99
S382467,C004772,Enterprise,2022-04-09,2022-07-08,129.99
S561256,C004773,Pro,2024-08-03,,59.99
S649207,C004774,Basic,2023-08-24,,29.99
S756722,C004775,Enterprise,2022-06-20,,129.99
S600714,C004776,Pro,2024-07-12,2024-12-31,59.99
S790723,C004777,Pro,2023-06-07,,59.99
S784246,C004778,Pro,2023-02-26,2023-05-27,59.99
S487479,C004779,Enterprise,2022-03-07,2023-03-02,129.99
S417143,C004780,Enterprise,2024-08-02,2024-12-31,129.99
S824734,C004781,Enterprise,2023-06-17,,129.99
S485508,C004782,Basic,2022-12-19,,29.99
S830572,C004783,Pro,2024-03-01,,59.99
S333263,C004784,Enterprise,2022-06-10,,129.99
S801200,C004785,Pro,2024-04-08,,59.99
S403421,C004786,Basic,2022-01-10,,29.99
S316277,C004787,Basic,2024-09-01,,29.99
S759804,C004788,Enterprise,2022-12-06,,129.99
S779155,C004789,Pro,2023-02-02,,59.99
S746699,C004790,Enterprise,2023-03-22,2024-05-15,129.99
S861085,C004791,Basic,2023-12-05,,29.99
S766537,C004792,Basic,2024-12-02,2024-12-31,29.99
S331681,C004793,Enterprise,2024-04-14,,129.99
S743415,C004794,Enterprise,2023-04-11,,129.99
S809821,C004795,Enterprise,2024-10-22,,129.99
S328267,C004796,Enterprise,2022-07-07,,129.99
S184203,C004797,Enterprise,2024-08-23,,129.99
S349584,C004798,Enterprise,2023-12-07,2024-03-06,129.99
S722710,C004799,Basic,2022-05-17,,29.99
S894360,C004800,Enterprise,2024-09-21,,129.99
S462225,C004801,Enterprise,2024-09-06,2024-12-31,129.99
S184617,C004802,Pro,2023-03-11,,59.99
S233973,C004803,Enterprise,2024-04-24,2024-07-23,129.99
S515364,C004804,Pro,2024-03-12,,59.99
S872214,C004805,Pro,2022-04-25,,59.99
S768882,C004806,Enterprise,2024-10-22,2024-12-31,129.99
S138612,C004807,Enterprise,2022-04-29,,129.99
S579977,C004808,Pro,2022-02-07,,59.99
S618219,C004809,Basic,2022-03-17,,29.99
S412310,C004810,Pro,2024-09-13,2024-12-31,59.99
S811500,C004811,Enterprise,2022-02-10,,129.99
S249239,C004812,Enterprise,2023-11-26,2024-09-21,129.99
S475783,C004813,Enterprise,2022-06-27,,129.99
S193351,C004814,Enterprise,2023-01-01,,129.99
S342337,C004815,Enterprise,2022-06-03,,129.99
S294194,C004816,Enterprise,2023-12-04,,129.99
S998122,C004817,Pro,2024-01-28,,59.99
S277100,C004818,Pro,2022-09-02,,59.99
S469591,C004819,Basic,2023-02-19,2024-03-15,29.99
S519892,C004820,Enterprise,2023-09-01,,129.99
S809890,C004821,Basic,2024-10-23,,29.99
S315899,C004822,Pro,2024-01-23,,59.99
S534773,C004823,Enterprise,2024-09-02,,129.99
S733043,C004824,Basic,2022-01-28,,29.99
S453178,C004825,Pro,2023-07-25,,59.99
S107573,C004826,Enterprise,2023-12-05,,129.99
S690224,C004827,Basic,2023-09-26,,29.99
S926147,C004828,Pro,2023-11-03,,59.99
S534905,C004829,Enterprise,2022-08-12,,129.99
S916521,C004830,Pro,2023-01-07,,59.99
S485877,C004831,Enterprise,2023-04-05,,129.99
S592757,C004832,Basic,2023-04-15,,29.99
S327751,C004833,Basic,2024-06-22,2024-12-31,29.99
S256884,C004834,Basic,2022-08-01,,29.99
S116462,C004835,Enterprise,2022-04-09,2022-09-06,129.99
S872067,C004836,Enterprise,2024-01-21,,129.99
S498636,C004837,Pro,2024-04-22,,59.99
S816068,C004838,Enterprise,2023-12-23,2024-10-18,129.99
S467970,C004839,Enterprise,2022-07-09,,129.99
S788717,C004840,Enterprise,2024-04-15,,129.99
S854782,C004841,Pro,2023-04-04,,59.99
S294917,C004842,Enterprise,2024-03-06,,129.99
S398929,C004843,Basic,2022-03-30,2022-12-25,29.99
S691690,C004844,Enterprise,2022-05-31,2023-04-26,129.99
S168484,C004845,Basic,2024-02-07,,29.99
S510451,C004846,Pro,2024-09-27,,59.99
S708447,C004847,Basic,2023-04-21,2023-10-18,29.99
S732509,C004848,Basic,2022-04-02,,29.99
S675369,C004849,Basic,2023-05-27,,29.99
S515582,C004850,Enterprise,2024-10-07,,129.99
S124018,C004851,Enterprise,2023-08-27,,129.99
S317970,C004852,Enterprise,2022-10-24,,129.99
S533429,C004853,Enterprise,2022-11-23,,129.99
S892151,C004854,Pro,2023-03-11,,59.99
S796751,C004855,Pro,2022-08-26,2023-05-23,59.99
S474765,C004856,Pro,2023-02-13,,59.99
S760708,C004857,Enterprise,2023-09-20,,129.99
S607871,C004858,Pro,2023-08-13,,59.99
S161110,C004859,Pro,2022-10-17,,59.99
S124336,C004860,Enterprise,2024-06-29,,129.99
S619725,C004861,Enterprise,2022-06-09,,129.99
S406850,C004862,Basic,2024-03-10,2024-12-31,29.99
S794006,C004863,Enterprise,2022-08-23,,129.99
S686392,C004864,Pro,2024-04-05,,59.99
S399435,C004865,Basic,2023-07-26,,29.99
S614685,C004866,Pro,2024-05-21,,59.99
S538794,C004867,Basic,2022-05-28,2023-04-23,29.99
S975971,C004868,Pro,2023-08-23,,59.99
S617742,C004869,Pro,2023-08-22,,59.99
S345166,C004870,Basic,2022-02-12,,29.99
S880350,C004871,Enterprise,2024-06-21,2024-10-19,129.99
S237120,C004872,Enterprise,2024-12-02,,129.99
S791201,C004873,Enterprise,2024-11-02,2024-12-31,129.99
S557958,C004874,Pro,2024-02-02,,59.99
S192144,C004875,Pro,2023-08-04,,59.99
S563997,C004876,Enterprise,2024-10-31,,129.99
S417658,C004877,Enterprise,2022-05-25,,129.99
S564039,C004878,Enterprise,2023-09-10,,129.99
S654345,C004879,Basic,2022-09-16,,29.99
S347872,C004880,Enterprise,2022-04-22,,129.99
S357437,C004881,Pro,2023-02-16,,59.99
S145504,C004882,Pro,2022-11-09,,59.99
S522866,C004883,Enterprise,2022-12-27,,129.99
S627815,C004884,Enterprise,2022-03-08,2022-12-03,129.99
S265405,C004885,Basic,2024-05-05,,29.99
S160563,C004886,Enterprise,2024-05-31,,129.99
S147268,C004887,Basic,2022-07-25,,29.99
S394040,C004888,Enterprise,2022-04-13,2023-07-07,129.99
S737806,C004889,Pro,2024-01-12,,59.99
S378100,C004890,Enterprise,2023-01-26,,129.99
S475733,C004891,Basic,2023-02-01,2023-11-28,29.99
S525407,C004892,Pro,2024-11-01,,59.99
S217543,C004893,Enterprise,2022-12-27,2023-08-24,129.99
S207083,C004894,Basic,2024-09-28,,29.99
S133757,C004895,Enterprise,2024-07-30,2024-12-31,129.99
S166582,C004896,Basic,2024-03-24,2024-12-31,29.99
S672419,C004897,Basic,2023-06-19,,29.99
S425416,C004898,Basic,2024-03-13,2024-12-31,29.99
S404860,C004899,Pro,2022-07-03,,59.99
S414210,C004900,Pro,2022-03-27,2022-06-25,59.99
S161444,C004901,Enterprise,2023-01-26,,129.99
S521906,C004902,Basic,2022-01-19,,29.99
S389621,C004903,Pro,2022-07-25,,59.99
S870341,C004904,Pro,2024-11-13,,59.99
S546724,C004905,Enterprise,2024-09-29,2024-12-31,129.99
S286037,C004906,Basic,2023-12-21,,29.99
S146430,C004907,Basic,2023-12-01,2024-12-25,29.99
S702462,C004908,Basic,2022-11-20,,29.99
S832695,C004909,Enterprise,2023-08-05,,129.99
S678026,C004910,Pro,2022-12-01,,59.99
S627128,C004911,Pro,2024-10-02,,59.99
S836005,C004912,Enterprise,2024-06-07,,129.99
S144465,C004913,Basic,2024-12-12,2024-12-31,29.99
S646448,C004914,Pro,2023-03-22,2024-04-15,59.99
S325294,C004915,Enterprise,2022-03-13,,129.99
S237386,C004916,Basic,2022-01-30,,29.99
S849363,C004917,Enterprise,2023-12-02,,129.99
S520576,C004918,Enterprise,2022-05-10,,129.99
S954508,C004919,Basic,2022-08-25,,29.99
S429038,C004920,Basic,2024-12-23,,29.99
S100339,C004921,Pro,2022-08-28,,59.99
S714592,C004922,Basic,2023-09-04,,29.99
S996095,C004923,Pro,2024-02-23,,59.99
S211073,C004924,Pro,2023-01-15,2023-04-15,59.99
S293314,C004925,Basic,2022-02-25,,29.99
S471007,C004926,Pro,2023-11-04,,59.99
S668304,C004927,Pro,2024-04-12,,59.99
S492987,C004928,Basic,2024-03-22,,29.99
